Hours_Studied,Exam_Score
42.472407130841745,61.41499277989918
77.04285838459498,85.17864931310461
63.919636508684306,83.00484178928586
55.919509051822196,76.78704807093402
29.36111842654619,51.251805192805115
29.35967122017216,54.37637201249128
23.485016730091967,47.31429882088079
71.97056874649611,91.12712078454193
56.06690070459253,72.84256140061102
62.48435466776273,69.39437133327864
21.23506965774815,42.75102548965626
78.19459112971967,95.53098769621235
69.94655844802531,88.07870354879628
32.74034664069657,43.44283785373989
30.909498032426036,42.87768388835516
31.00427059120603,55.77297418164315
38.254534577572265,56.10447692555372
51.48538589793427,73.0001207872733
45.916701118526944,63.79077631938336
37.47374841188251,55.77859782826285
56.71117368334277,79.50531783503162
28.36963163912251,43.85488168786215
37.528678912113094,56.22896962815334
41.9817105976215,57.108973335510164
47.364199053022155,62.38901173577715
67.11055768358082,81.89999705858993
31.980426929501583,51.71420821282878
50.8540663048167,65.43887125959499
55.54487413172255,80.30216717857755
22.787024763199863,36.28002971172285
56.4526911140863,72.50882669341382
30.23144742123749,46.08148870053057
23.903095579116773,51.38980810628333
76.93313223519999,94.26580428250944
77.93792198447356,100.0
68.50384088698766,76.16528660441644
38.27682615040224,57.96528643809768
25.86032684038303,49.905095272104504
61.053981590729414,78.49498644684549
46.40914962437608,70.48157439354938
27.32229409068673,42.85244868555016
49.71061460667621,75.68116851745587
22.063311266913104,54.75353444528295
74.55922412472692,88.65423155585263
35.52679889600101,51.07744382279633
59.75133706123892,85.48407707088317
38.70266456536466,66.24496421148069
51.20408127066865,65.5067170442156
52.80261676059678,67.64136501999178
31.091267331531622,47.84599631179199
78.17507766587352,86.19962071637417
66.50796940166687,77.67065925267832
76.36993649385136,86.52659506864637
73.68964102565893,85.39837358375121
55.87399872866511,72.87218946791116
75.312454101387,92.95211979153679
25.30955012311517,53.347075573843874
31.758971745148713,44.180898913458535
22.713637334632285,47.483889858760165
39.519819845795865,56.25989578815302
43.320637381368925,60.85782325438588
36.28094190643375,58.51581176411169
69.72425054911577,79.50170589228618
41.40519960161536,61.629398098638895
36.85607058124285,56.01198030145904
52.56176498949491,72.88838432406905
28.45545349848576,48.76769268700838
68.13181884524238,99.45702874244562
24.473038620786248,39.42294678423904
79.21321619603104,92.06657365621858
66.33468615779944,79.27910869136088
31.922940892050345,46.9939311324863
20.331327027416144,35.49043791220623
68.92768570729005,92.61540060857087
62.41144063085703,87.81389408725329
63.74043008245924,77.12893081583941
66.27622080115674,77.96827632247353
24.44267910404542,46.049038487161575
41.507943712656356,56.11920826133771
26.952143571507783,49.402127299465455
71.78620555253562,89.41443340001663
57.39788760965347,65.43352853918739
39.85388149115895,67.14621862458138
23.813501017161418,53.398092004876474
38.65893930293973,53.04926019488642
39.51099932160482,55.209239995908675
63.77637070028384,82.30274450961907
58.253448281312785,77.3475166071693
73.23276455457959,93.52239196288758
48.33289550971696,77.97747796682921
27.1756547562981,44.7551886535189
62.7946872333797,74.86516940448
65.64710291701385,74.088832403076
53.67663185416978,66.60722002180977
66.25803079727366,82.74636742016719
49.62773578186344,77.913696173877
51.363969762919645,65.69010348055664
45.652461101512976,64.71256575627072
21.52514760464571,40.350352847976914
26.473485619598268,52.28017097930685
21.885751141204054,55.95305813938559
58.184624675826825,72.09018080451355
38.8613588645796,53.981654266241286
50.514241469882165,74.2534946588025
74.45398843556558,94.82263795154516
34.9575337489325,64.28990101590207
44.62297538213778,65.89539572498667
65.33306831258292,79.91066235223141
33.72788992949735,55.58542441717634
24.618794589727578,50.04007634373865
37.38508717482608,60.43872590326896
29.673277235240263,51.23325756012204
75.78185914055439,98.39281432106159
68.48722277386501,92.0786351778458
58.00422539062541,83.3969680673193
72.28763541126307,92.56551296623776
68.22032461394687,83.8065999013484
31.194203533162153,50.51477547510398
73.55353990939867,97.11491671297887
52.36053451493904,64.84089376326867
68.44640930984374,87.23612869758895
73.7654779954096,87.71717122167496
39.08020849831183,57.29866701100514
26.603115471660605,52.94367087372136
33.6761097525165,53.1388986730101
45.626467317575376,63.6237632406335
69.08088595534959,77.46770481170259
71.64383499538062,92.5391646417749
20.417127831871444,43.26917652712432
50.64483815465394,81.09212458675401
45.04466018892674,60.9457577697624
33.326468628243816,52.97504716281526
27.19192204002097,47.32862804028445
40.25691028421768,67.70878444858764
76.57458223475115,92.17407992869188
39.39217592124531,59.09669627980508
51.12743730460197,72.2184444976711
62.18113753371067,80.19173539596329
41.81777614275764,57.04828564831658
78.30692496325764,95.5561186724846
77.74683769652668,100.0
35.10693774952185,47.19249906557939
49.83491035354312,68.14098288074722
38.052698589006184,51.949338769920836
37.090429662648056,62.40618795306471
22.21321684127197,31.963434570505722
56.57386003879381,70.3916359532246
50.16074139373169,69.91597557443222
23.08872507499936,51.32743299665544
36.71878785419669,54.48834689504893
74.49595315799922,87.43995833994006
34.37371344001835,63.941970184660974
28.693692325473386,38.57092430670225
49.36716561665378,53.705971596100596
79.13902724663603,97.82216258462422
34.523316290690026,49.784825130039856
60.328132844352716,71.1843292993508
65.69717691972306,86.66245675753304
34.25825263954398,54.00814429019397
63.692980916711576,77.12386008645562
42.06698796315519,52.28181217297207
57.938349835614765,80.2761763135149
58.01178264565368,79.01240058112296
52.14648104448551,68.94410180958495
25.4173862032645,55.22633886938726
70.11814973535428,80.19173365062966
39.24680389830415,48.13131267784051
31.191110623991253,45.48010667350422
22.446508493285833,41.05066697048855
55.45357659129451,74.14093445766594
60.653861710536944,76.17375227787211
20.995269735671368,42.057838627973574
50.72558349795686,60.680067777916356
33.58974651187628,60.57284681072201
58.71036742456699,75.28194198298323
30.461985740299486,55.64266144281328
61.456264286147956,80.43980315010678
43.20412077803225,63.784434054053335
76.20379932420407,95.81221303938709
28.251256648759593,49.5249451764255
40.46398106301551,62.297118569069994
26.808411274435343,53.44290589150817
75.48161709671376,92.88666326008689
72.64036120285886,93.26236568824699
35.47649766290934,53.16425861404051
59.59904276205074,85.25979391664505
69.03333201207295,81.52331159911368
53.31204869596774,81.45208885863426
51.77903470136039,68.94913526242631
34.5111374540271,44.20092996861746
25.586166068353954,45.07548425440099
73.83294547719962,86.05498825849034
74.02508342979982,95.36769055224218
57.986087436396076,71.17103918876192
40.34178746292204,55.64759749048726
40.95257447675965,47.56770136724848
63.557340732214364,77.66563578010918
73.82661559715463,75.59200885752315
73.22518545590704,80.06050924219736
66.79253275145743,88.01539405075033
58.52189876925726,80.31060478269939
25.04839789970293,46.34872337542757
29.697722845676825,42.4109798446177
73.91325131162475,89.93132060919163
56.3857435795754,73.54484116605322
20.55182309699778,32.574043806992634
26.088292571961926,53.80426775396674
59.81010614648335,82.0837745826132
20.30369503077312,37.962725236256475
29.648483085049918,48.327373964764604
52.924027361995165,71.52812284158072
61.513711861561596,66.18761705793777
59.11767557015603,74.67872749652464
33.45615856763359,47.691445151265114
62.73075328085215,73.58449555744004
34.23494524980801,50.836596230001874
39.52398188955606,68.3339019561754
64.78948430708145,85.39506725932944
58.97797394283288,72.60200130699447
70.95340462965068,90.84123108630509
59.4567735380206,84.88006748063557
54.098516200128294,76.9413924875985
25.620486069685548,44.69724398572231
42.06294818356601,56.07818010815426
35.91214206090353,58.30587483953989
34.63937860274501,55.26832198513826
78.38063328514673,99.83276094105578
43.58586348000563,65.21760111609716
73.5227933106268,96.14396993701146
57.86831755983577,71.76349041248058
67.6886782124989,92.2086086956799
50.15822558631153,68.83591193515035
54.614233077581545,84.33508665945405
49.55106162913184,62.93838163913784
31.71457926788267,60.54463312348003
63.34712691569032,81.36723527068169
36.846341746451344,51.09551663744208
21.45895798588723,37.482695082266936
58.72833775443007,73.86983701754265
30.626640764422937,51.64030440461329
76.42751506117486,95.74315223632911
77.23571462015525,89.931728865516
74.89186341322691,91.00114268899966
42.20952201532666,72.95266806623151
20.927396991732046,50.24628616274971
75.69911375526353,94.53210008554454
45.69104889903886,63.63451732309612
77.99928914262017,94.81951264579874
77.81719862535516,97.6074465304699
71.1805673280416,81.48478357044908
37.66693352417514,54.23932762342631
43.105863716115515,50.9390660870442
71.06820029101141,89.91012901209251
39.01532030937666,60.947729932124275
30.16956480116555,45.76196778731102
53.40807574750101,80.18159253986616
76.16928644964686,85.00622814915046
61.76178780049838,69.88744912921454
54.203670205361895,72.84019760645363
25.830589626246113,50.821649960606734
56.90043360195018,84.15897807059989
79.4032310062558,92.67976387872936
28.405040914191442,53.456873869069646
51.0997791418242,68.31373936772874
72.64238431567733,87.97450130024855
64.44611706525227,86.52577083690967
61.82094445971608,82.64383450721078
62.14904503922656,69.58323984535971
41.56946907318531,68.35023771788141
37.6155106558696,64.01528324796084
68.56166932871082,81.3802096532181
68.60680368075084,87.55128469733775
72.02433911480622,91.38730327676234
74.79443315338827,92.61875409066229
50.68054393165627,64.84468581200093
50.090977681231976,63.55668858954208
67.89771073800651,84.34950077515751
58.99783584666591,83.0843181698888
62.1180126354622,82.27371293125567
67.74756016616607,82.13649616534113
73.40032050905398,94.36049674749135
40.27970941109215,41.17446821675709
42.53497715839664,67.30082250270942
25.638916390452138,33.918687898260934
54.69680845977044,69.78732238836312
22.156536427804525,34.33069023865744
47.93588108794761,57.7709981792248
52.5586780824546,76.89570490260299
37.192475127697065,52.526644163440864
55.44999563414065,74.75651914281792
21.830014996342967,40.45699077325071
22.240891324952866,43.991091722043954
69.3560336395795,86.34916330396204
41.61143848467577,51.83291321531057
27.623630759113087,52.22005013784027
51.334595603288264,65.80532632415598
66.19961318591665,73.5501411346623
32.949261649810595,48.73310760152459
57.373428549140016,83.50931586548887
25.120847899626078,48.96613595732573
23.10090327011646,39.85394530016348
51.88127789408888,67.19166777347387
52.43810729660639,67.88639162447178
58.24579408989239,87.7939922867628
63.56548002335969,82.67881873558102
78.55112476775207,97.20381841251088
50.97802089807172,74.61082057735919
39.377388376474755,58.8412539118101
67.71117168612221,82.77136022689189
36.24993507572445,53.259339227428356
46.338285242338166,63.59176342373688
24.70738288053596,43.24868031745011
21.52104460492745,44.810769636502954
77.7589048806755,94.18263495148553
70.15880723073235,91.0467073324892
61.75845236562188,78.18623026668928
44.53717666485619,62.78212897350993
30.397659204250747,36.88857213684557
29.38622256026516,53.41487748046679
35.01457388987572,55.34277605076989
52.95359988236723,76.29398054740678
62.87575536200374,62.35443532474142
59.61184260306388,89.16149870159504
36.79603381675657,54.118694356987696
77.29191683979164,100.0
64.2738150017461,74.8206886889056
53.26124315068404,74.27482442352526
56.70324477406113,67.54758915631614
45.176003745667394,59.1745897942092
34.86385937006945,64.6048545247667
41.35836071907569,58.14634827854182
65.47076662786215,83.50182553554737
20.863609317785354,45.040835236028606
26.964358430414975,48.590231836729856
22.760158521305165,42.52466402610136
22.44372813913821,43.51130774697865
71.32763504066043,100.0
62.219471562801424,78.76278520245982
48.45042974523951,67.23450253826735
25.87004963906009,50.88047353315276
49.49695250700994,73.65526047940733
48.408306246833945,73.11007276785452
30.392112194600912,52.70488791704597
46.03109895427838,56.87151453018156
43.91028406384241,71.51535905445687
56.951005883132986,67.2253832308642
58.10561905205863,77.01615089088989
22.718240586322672,37.05667345689039
42.47675687758827,59.9680889541509
57.55159494285418,76.64658965753235
50.188175514805266,69.60691003176663
71.38939047129934,90.35144547314607
59.5216178971367,86.22780461663176
29.77606562488578,51.008468152725364
24.234124844025793,41.55747879008061
58.54515669237894,81.40242186749015
21.59067863249731,47.64796763442028
55.1465348764078,65.02356124176546
76.41381448549745,96.17752418032173
54.52845067255274,76.00906459279048
43.29019557239131,59.34030477361179
58.59729310654119,83.92166933108385
47.495173429491,64.22008123582128
52.7370073589561,70.85361571183755
76.48788852659152,91.62506315455873
43.16615826804646,61.10132464013294
77.67143382943485,87.21021161659189
74.32103851736383,81.96468129592986
31.747468087357788,59.727125062339724
24.161678052509927,37.87182605997447
26.0466800826456,38.79599198177547
21.093309539092985,27.118303380516043
25.6665776453557,40.54947827695091
60.98040640498141,69.99284732428735
24.27131890761374,52.90984392305127
39.138537817625675,63.240513462800195
70.69251865816727,83.02899065419257
21.39631614414955,53.84111516900793
68.86810895533614,91.3152964295189
36.911286486403995,53.11673386103206
27.089889657299373,30.738960885192963
61.804229921849036,92.45967386130103
57.73657080679304,66.5123074658718
72.64832081162318,79.14351228930067
64.10426262823314,87.03447208887931
68.20885582309091,99.436927469972
36.922074354278394,63.38160754762758
30.646372626783368,52.49750871575835
65.0368850984515,85.35356689352064
68.41008435603584,90.1100734909159
79.4303085200404,100.0
44.757060614685585,64.20635612776756
42.32108514756699,60.830237513899895
66.58477764451982,82.87997999489669
40.448212415181075,53.902014261221964
75.84543953621389,90.36911709820255
71.5047651105807,77.77178596987935
45.7396416425011,62.862621799607545
65.05226406748984,75.86810422120985
65.27257244508094,75.38740791953227
26.187432130155955,45.95742543056903
74.15317440077399,98.79752939880288
50.315142346871426,73.30928486554173
69.5874479664645,76.68507194640222
39.20297606183671,51.30505843932284
73.73139370977202,95.68945115221271
43.35210072404979,55.28957132661745
20.6502590888179,38.269947234394856
74.32291858515582,93.90708525004534
25.477200607168015,38.393273847627796
39.15881825542489,57.8331303795294
77.0037180230483,85.14937915238666
77.03642881625336,89.57640151173341
54.40627328739717,73.60465122788254
57.91023273018796,65.45675869248855
46.90673131869919,67.2042431805266
37.592646301883875,55.59518719322959
39.71987272219496,61.048818812588095
60.35110736462231,78.67703680077916
65.1424717662608,90.07019075779081
67.4947426235509,84.8713525082608
67.37708856767324,81.43180089253805
25.472366182921423,44.932532891969046
49.66521828215489,70.44174554226547
23.453525600998656,42.574009742902945
52.97173293942413,70.5666964396762
46.49183008240262,59.955288451441945
73.26225096549798,85.6217329119174
41.05490075312472,50.58652408467032
27.02402098565635,56.17028039549517
28.57950092317015,39.68734646466393
65.69063790304833,78.24867482112047
57.09308379897566,69.92798601561168
26.067360567367416,50.1335388006657
25.046408366899847,42.02438987880269
62.0581478875472,86.44169292921224
